                           stepid  dayscons_ade dayscons_weeks_ade
depsleep             0.009451277  0.007095774  0.007688111  0.011746855
depsleepcat          0.003324396 -0.002071119  0.001567106  0.002432112
depinter             0.051741261  0.049626248  0.050114330  0.053417684
depguilt            -0.022441297 -0.019642324 -0.023338759 -0.019246321
depenerg             0.025533418  0.023999568  0.024450164  0.026418958
depconcn             0.027769773  0.026867402  0.029566152  0.030679715
depappet             0.002185865  0.004599876  0.003286171  0.002182079
deppmr              -0.017861059 -0.012194340 -0.012450900 -0.010050044
dage1st              0.047092650  0.045341653  0.044329407  0.045527710
dage1stcat           0.032853703  0.031290703  0.032790607  0.033502070
mage1st              0.060247734  0.060959196  0.064887123  0.064657373
mage1stcat           0.048010624  0.049343458  0.051208853  0.053714026
depsi               -0.021391796 -0.014546693 -0.014725553 -0.019951681
depsicat            -0.037365614 -0.048046820 -0.047311059 -0.047501321
depsev              -0.022864178 -0.021257829 -0.022290340 -0.024929630
depse                0.035698231  0.036323692  0.038541923  0.039534643
depdist             -0.037637853 -0.035629478 -0.040772686 -0.035759889
deppma              -0.055916000 -0.056482342 -0.065555989 -0.059149657
elvselfe            -0.028030423 -0.030594389 -0.027191533 -0.030243971
elvsleep            -0.003058603  0.002033604 -0.001026266 -0.001423990
elvtalk             -0.020642677 -0.019807193 -0.020977526 -0.019295658
elvfoi              -0.050327017 -0.043551262 -0.044247205 -0.047487192
elvdistr            -0.051050138 -0.047906442 -0.048418599 -0.052578763
elvgdact            -0.011011150 -0.015616904 -0.013832521 -0.012240736
elvhrb              -0.036251148 -0.023833985 -0.024384221 -0.034100708
elvpma              -0.043618080 -0.043373512 -0.043839024 -0.047798323
majdepc              0.578513323  0.577818388  0.569518425  0.582576535
majdepp              0.839319410  0.834725181  0.823472092  0.841705552
moodgenc             0.888650156  0.883974504  0.874061278  0.892034680
moodgenp             0.877795652  0.873191383  0.863335706  0.881203770
moodsubc             0.894763910  0.890038203  0.880136414  0.898090327
moodsubp             0.860533511  0.856033701  0.846309892  0.863937919
manicc               0.752361115  0.744187548  0.734946118  0.751687420
hmanicc              0.730168962  0.724415872  0.717404540  0.731814243
manicp               0.665365068  0.662301233  0.656013986  0.665466050
hmanicp              0.603805183  0.601740885  0.593923886  0.609844128
typeiic              0.644418198  0.639777782  0.633871727  0.647330823
typeiip              0.613226147  0.609084530  0.602460172  0.616934604
clinstat             0.027316804  0.026651417  0.029384774  0.031650277
manlast             -0.001432926 -0.002476713 -0.002678556 -0.002510282
deppast              0.058614940  0.058895699  0.056284373  0.061291449
mangenc              0.912491439  0.907670365  0.897580136  0.915875850
mangenp              0.907175154  0.902388708  0.892328149  0.910569606
hypogenc             0.911149982  0.906337639  0.896254927  0.914536898
hypogenp             0.904565781  0.899796358  0.889750246  0.907965279
mansubc              0.904565781  0.899796358  0.889750246  0.907965279
mansubp              0.820312558  0.813677338  0.804057721  0.821491009
hyposubc             0.907175154  0.902388708  0.892328149  0.910569606
hyposubp             0.827152803  0.822897779  0.815672127  0.830744720
anxdisc              0.881588902  0.876949077  0.867120524  0.884940500
anxdisp              0.862750788  0.858235286  0.848504665  0.866145323
anxsubc              0.898292611  0.893543384  0.883624280  0.901609934
anxsubp              0.887855418  0.883174463  0.873312327  0.891193761
pdnoagc              0.769599611  0.768042021  0.758771096  0.773198702
pdnoagp              0.692361663  0.693059726  0.683900434  0.698447270
pdagorc              0.706843043  0.707521788  0.698277422  0.708791416
pdagorp              0.641441829  0.640309381  0.636251831  0.642465488
agorc                0.744169422  0.738193304  0.735738331  0.745587365
agorp                0.700378150  0.690862614  0.687857941  0.698198262
phobiac              0.646744844  0.642123692  0.634403530  0.646269921
phobiap              0.619859868  0.620356020  0.613422676  0.625301557
ocdcur               0.696308795  0.692940663  0.685906192  0.698205046
ocdc                 0.700945895  0.697538676  0.686468104  0.702841878
ocdpast              0.652703536  0.649689449  0.646070745  0.655210306
ocdp                 0.661151573  0.658079223  0.654339102  0.663657965
ocdgenc              0.894616749  0.889882012  0.874566991  0.897897999
ocdgenp              0.898655766  0.893904583  0.883981634  0.901974261
ocdsubc              0.894616749  0.889882012  0.874566991  0.897897999
ocdsubp              0.894763910  0.890038203  0.880136414  0.898090327
ptsdcur              0.692373177  0.691088672  0.681922054  0.694392978
ptsdc                0.701353675  0.699893462  0.690732232  0.703407495
ptsdpast             0.609222686  0.611498445  0.606616461  0.614408864
ptsdp                0.624639097  0.626641871  0.621539290  0.629768250
alcdepc              0.722421903  0.716935364  0.709503765  0.724553945
alcdepp              0.623596119  0.619694787  0.614791307  0.622422638
alcabusc             0.700329721  0.695051808  0.685728200  0.702608540
alcabusp             0.615194693  0.614271168  0.607258132  0.614884884
drugdepc             0.753669474  0.745654800  0.738503348  0.751010894
drugdepp             0.636823971  0.627746948  0.621215622  0.633952479
drugabc              0.726143470  0.724612345  0.713417822  0.729969623
drugabp              0.625870409  0.620274072  0.613153099  0.628429138
psychp               0.905311062  0.900664910  0.892390368  0.909292123
bpsychp              0.977681175  0.983020433  0.971856429  0.992095380
ipsychp              0.677392780  0.671408321  0.660971588  0.679848436
psychc               0.966528545  0.961491128  0.950495471  0.970428047
bpsychc              0.982865867  0.988238401  0.977042501  0.997339701
ipsychc              0.839610156  0.835409273  0.825078161  0.843794088
schizc               0.996055471  0.977716556  0.966623867  0.986733705
schizp               1.000000000  0.973867945  0.962798519  0.982865867
schaffc              0.973867945  1.000000000  0.988573850  0.988238401
schaffp              0.962798519  0.988573850  1.000000000  0.977042501
schphrc              0.982865867  0.988238401  0.977042501  1.000000000
schphrp              0.982865867  0.988238401  0.977042501  1.000000000
deldisc              0.982865867  0.988238401  0.977042501  0.997339701
deldisp              0.980258976  0.985614785  0.974434955  0.994702808
psygenc              0.984180378  0.989561342  0.978357312  0.998669356
psygenp              0.977681175  0.983020433  0.974435005  0.992095380
psysubc              0.981558754  0.986922904  0.975735069  0.996017540
psysubp              0.922884751  0.925412946  0.914581142  0.934212857
psynosc              0.964001854  0.969253078  0.958171914  0.978259546
psynosp              0.927443427  0.932457476  0.921587245  0.941289269
moodnosp             0.976438986  0.971337746  0.960283531  0.980323092
deppsyc              0.980269494  0.975143647  0.964066526  0.984147929
deppsyp              0.955880002  0.950911429  0.939977505  0.959797260
bulpurgc             0.864819305  0.860324340  0.850430760  0.868364680
bulpurgp             0.760938340  0.755050220  0.745545250  0.762762141
bulnonpc             0.893438960  0.888753992  0.878716645  0.896913978
bulnonpp             0.867798782  0.863283909  0.853375926  0.871336256
anbingec             0.916436087  0.911609918  0.901405964  0.919906779
anbingep             0.865807272  0.861305702  0.851407362  0.869350011
anrestrc             0.916436087  0.911609918  0.901405964  0.919906779
anrestrp             0.833217138  0.831338801  0.823926147  0.836855842
genanxc              0.638023072  0.640154185  0.637140182  0.642856012
genanxp              0.612977231  0.614966667  0.611071571  0.618351116
ganxgenc             0.909350679  0.904550868  0.894474580  0.912744689
ganxgenp             0.906829592  0.902046284  0.891983709  0.910228728
gadsubc              0.910622540  0.900375509  0.890366849  0.908514670
gadsubp              0.908086386  0.897874295  0.887879216  0.906002186
addkidc              0.664273585  0.660414841  0.652505266  0.665148920
addkidp              0.693411713  0.689465770  0.680884146  0.694698835
addadltc             0.690119269  0.684896546  0.675804182  0.692267105
addadltp             0.662727706  0.659647792  0.650442663  0.665300003
                         schphrp       deldisc       deldisp      psygenc
stepid               0.010852515  0.0092845702  0.0079881920  0.009843673
dayscons_ade         0.029424407  0.0290665884  0.0285264523  0.029338094
dayscons_weeks_ade   0.029007778  0.0290077777  0.0285704370  0.029227639
dayscons_mini        0.179627348  0.1796273476  0.1784273396  0.180397552
dayscons_weeks_mini  0.320712177  0.3207121772  0.3189493530  0.321599388
dayscons_x           0.006764899  0.0066912723  0.0066855730  0.006952273
dayscons_weeks_x     0.026261383  0.0257757373  0.0254758613  0.026169733
dayscons_y           0.080831750  0.0808317498  0.0796499869  0.081425862
dayscons_weeks_y     0.080829811  0.0808298105  0.0796454939  0.081425206
certcode_ade        -0.081667659 -0.0831983450 -0.0840690453 -0.082051582
certcode_mini        0.422597910  0.4211580058  0.4190482945  0.422879758
certcode             0.012199176  0.0121991763  0.0111882174  0.012707141
deprmd              -0.084583724 -0.0831015986 -0.0845790110 -0.083844256
depsleep             0.011746855  0.0107660212  0.0106168064  0.011577843
depsleepcat          0.002432112  0.0006584013  0.0005218670  0.001488379
depinter             0.053417684  0.0534176841  0.0551343250  0.052874210
depguilt            -0.019246321 -0.0188823363 -0.0175459150 -0.019189278
depenerg             0.026418958  0.0270279813  0.0280634444  0.025897899
depconcn             0.030679715  0.0321491628  0.0328248227  0.030706018
depappet             0.002182079  0.0015321863  0.0029708426  0.002111282
deppmr              -0.010050044 -0.0100500440 -0.0102525817 -0.009739947
dage1st              0.045527710  0.0467408837  0.0487788638  0.047013359
dage1stcat           0.033502070  0.0345763230  0.0380276882  0.035128975
mage1st              0.064657373  0.0654255121  0.0672776535  0.064149102
mage1stcat           0.053714026  0.0543297360  0.0556548512  0.053510092
depsi               -0.019951681 -0.0211399035 -0.0219482204 -0.020733910
depsicat            -0.047501321 -0.0466086539 -0.0478271377 -0.046890815
depsev              -0.024929630 -0.0260221144 -0.0274500408 -0.024757735
depse                0.039534643  0.0405442515  0.0416285459  0.038651400
depdist             -0.035759889 -0.0364911511 -0.0367630993 -0.035988486
deppma              -0.059149657 -0.0582548814 -0.0567878702 -0.058768139
elvselfe            -0.030243971 -0.0285389248 -0.0277706793 -0.030291253
elvsleep            -0.001423990 -0.0006968709 -0.0007389164 -0.001404035
elvtalk             -0.019295658 -0.0164732251 -0.0166961845 -0.018952668
elvfoi              -0.047487192 -0.0456531712 -0.0447859833 -0.047007549
elvdistr            -0.052578763 -0.0533796433 -0.0537414818 -0.052797036
elvgdact            -0.012240736 -0.0086394603 -0.0079562460 -0.011237153
elvhrb              -0.034100708 -0.0341007080 -0.0345196565 -0.033890396
elvpma              -0.047798323 -0.0459837936 -0.0445207903 -0.046491850
majdepc              0.582576535  0.5825765346  0.5813903881  0.583855448
majdepp              0.841705552  0.8417055516  0.8383109230  0.842726344
moodgenc             0.892034680  0.8920346800  0.8896992879  0.893212346
moodgenp             0.881203770  0.8812037703  0.8788823135  0.882374382
moodsubc             0.898090327  0.8980903268  0.8957571561  0.899266906
moodsubp             0.863937919  0.8639379188  0.8616478885  0.865092657
manicc               0.751687420  0.7539215744  0.7517426791  0.752782206
hmanicc              0.731814243  0.7318142433  0.7296720001  0.732894087
manicp               0.665466050  0.6654660500  0.6645440063  0.665932542
hmanicp              0.609844128  0.6098441282  0.6071240063  0.611213700
typeiic              0.647330823  0.6473308227  0.6451453946  0.648431949
typeiip              0.616934604  0.6169346040  0.6146641266  0.618078310
clinstat             0.031650277  0.0309166129  0.0317251499  0.031061686
manlast             -0.002510282 -0.0016369582 -0.0027493025 -0.002390211
deppast              0.061291449  0.0626559558  0.0618959604  0.062810301
mangenc              0.915875850  0.9158758505  0.9134982310  0.917074848
mangenp              0.910569606  0.9105696058  0.9081991521  0.911764977
hypogenc             0.914536898  0.9145368977  0.9121610931  0.915734977
hypogenp             0.907965279  0.9079652788  0.9055983158  0.909158884
mansubc              0.907965279  0.9079652788  0.9055983158  0.909158884
mansubp              0.821491009  0.8214910092  0.8192277341  0.822632098
hyposubc             0.910569606  0.9105696058  0.9081991521  0.911764977
hyposubp             0.830744720  0.8307447204  0.8284717161  0.831890742
anxdisc              0.884940500  0.8849404999  0.8826250204  0.886108127
anxdisp              0.866145323  0.8661453231  0.8638535816  0.867300932
anxsubc              0.901609934  0.9016099339  0.9021021765  0.902788646
anxsubp              0.891193761  0.8911937612  0.8916600045  0.892365502
pdnoagc              0.773198702  0.7731987019  0.7710260840  0.774294008
pdnoagp              0.698447270  0.6964094499  0.6942728966  0.697486261
pdagorc              0.708791416  0.7087914164  0.7066412001  0.709875153
pdagorp              0.642465488  0.6424654883  0.6403064948  0.643553310
agorc                0.745587365  0.7455873647  0.7434461421  0.746666763
agorp                0.698198262  0.6981982619  0.6960746205  0.699268595
phobiac              0.646269921  0.6462699210  0.6440763101  0.647375153
phobiap              0.625301557  0.6253015569  0.6229802909  0.626470820
ocdcur               0.698205046  0.6982050463  0.6960796902  0.699276241
ocdc                 0.702841878  0.7028418778  0.7007191975  0.703911751
ocdpast              0.655210306  0.6552103060  0.6530714769  0.656288059
ocdp                 0.663657965  0.6636579651  0.6615109619  0.664739866
ocdgenc              0.897897999  0.8978979992  0.8955752381  0.899069348
ocdgenp              0.901974261  0.9019742614  0.8996359733  0.903153431
ocdsubc              0.897897999  0.8978979992  0.8955752381  0.899069348
ocdsubp              0.898090327  0.8980903268  0.8957571561  0.899266906
ptsdcur              0.694392978  0.6943929779  0.6922550360  0.695470477
ptsdc                0.703407495  0.7034074947  0.7012695259  0.704485052
ptsdpast             0.614408864  0.6127737895  0.6105339867  0.613902064
ptsdp                0.629768250  0.6281892688  0.6259347796  0.629324997
alcdepc              0.724553945  0.7245539451  0.7223484048  0.725665554
alcdepp              0.622422638  0.6238752406  0.6214202629  0.623656743
alcabusc             0.702608540  0.7026085405  0.7004211626  0.703710917
alcabusp             0.614884884  0.6162720946  0.6137105777  0.616172582
drugdepc             0.751010894  0.7510108939  0.7509866856  0.752103032
drugdepp             0.633952479  0.6339524793  0.6332922288  0.635086955
drugabc              0.729969623  0.7299696226  0.7278230000  0.731051657
drugabp              0.628429138  0.6269069873  0.6245533375  0.628092528
psychp               0.909292123  0.9092921235  0.9067931649  0.910552049
bpsychp              0.992095380  0.9920953805  0.9894661602  0.993421155
ipsychp              0.679848436  0.6814039032  0.6805080767  0.681078322
psychc               0.970428047  0.9730310368  0.9730283473  0.971733571
bpsychc              0.997339701  0.9973397010  0.9947028079  0.998669356
ipsychc              0.843794088  0.8459754265  0.8457147872  0.845018096
schizc               0.986733705  0.9867337049  0.9841212148  0.988051048
schizp               0.982865867  0.9828658671  0.9802589758  0.984180378
schaffc              0.988238401  0.9882384013  0.9856147848  0.989561342
schaffp              0.977042501  0.9770425006  0.9744349549  0.978357312
schphrc              1.000000000  0.9973397010  0.9947028079  0.998669356
schphrp              1.000000000  0.9973397010  0.9947028079  0.998669356
deldisc              0.997339701  1.0000000000  0.9973546472  0.998669356
deldisp              0.994702808  0.9973546472  1.0000000000  0.996030508
psygenc              0.998669356  0.9986693562  0.9960305081  1.000000000
psygenp              0.992095380  0.9920953805  0.9894661602  0.993421155
psysubc              0.996017540  0.9960175396  0.9933825866  0.997346214
psysubp              0.934212857  0.9342128569  0.9316637671  0.935498091
psynosc              0.978259546  0.9782595457  0.9756502674  0.979575234
psynosp              0.941289269  0.9412892687  0.9387308844  0.942579207
moodnosp             0.980323092  0.9803230925  0.9777198632  0.981635752
deppsyc              0.984147929  0.9841479287  0.9815391854  0.985463377
deppsyp              0.959797260  0.9597972603  0.9572230176  0.961095256
bulpurgc             0.868364680  0.8683646798  0.8660353792  0.869539169
bulpurgp             0.762762141  0.7627621408  0.7605291087  0.763887748
bulnonpc             0.896913978  0.8969139782  0.8945497655  0.898106147
bulnonpp             0.871336256  0.8713362559  0.8690034502  0.872512521
anbingec             0.919906779  0.9199067787  0.9175027816  0.921119048
anbingep             0.869350011  0.8693500113  0.8670195521  0.870525088
anrestrc             0.919906779  0.9199067787  0.9175027816  0.921119048
anrestrp             0.836855842  0.8368558422  0.8345615778  0.838012575
genanxc              0.642856012  0.6428560125  0.6406393399  0.643972814
genanxp              0.618351116  0.6183511157  0.6160572827  0.619506562
ganxgenc             0.912744689  0.9127446893  0.9103704793  0.913941959
ganxgenp             0.910228728  0.9102287282  0.9078578345  0.911424319
gadsubc              0.908514670  0.9085146696  0.9061562677  0.909703976
gadsubp              0.906002186  0.9060021858  0.9036470696  0.907189829
addkidc              0.665148920  0.6651489203  0.6637749817  0.665842442
addkidp              0.694698835  0.6946988349  0.6931807297  0.695464930
addadltc             0.692267105  0.6922671053  0.6920591957  0.693342413
addadltp             0.665300003  0.6653000033  0.6649460066  0.666384459
                         psygenp      psysubc      psysubp      psynosc
stepid               0.009064363  0.009216855  0.002596438  0.014023135
dayscons_ade         0.028167877  0.028796044  0.036815252  0.031135167
dayscons_weeks_ade   0.028136231  0.028788712  0.036599498  0.030885284
dayscons_mini        0.179136154  0.179440876  0.181698574  0.184254512
dayscons_weeks_mini  0.319576595  0.320425374  0.311860257  0.323028085
dayscons_x           0.005728910  0.006431126  0.017276988  0.006543515
dayscons_weeks_x     0.024695637  0.025383083  0.034157184  0.026188776
dayscons_y           0.079241584  0.080239797  0.081880616  0.082747581
dayscons_weeks_y     0.079234474  0.080236579  0.081851783  0.082740464
certcode_ade        -0.081272338 -0.081117648 -0.069705569 -0.082003315
certcode_mini        0.420407289  0.422440252  0.402913876  0.413008973
certcode             0.010336310  0.011692873  0.019370376  0.012811183
deprmd              -0.084391321 -0.085321108 -0.083094664 -0.082402787
depsleep             0.010468672  0.011915365  0.011536496  0.002246415
depsleepcat          0.002652259  0.003372841  0.002095906  0.000150109
depinter             0.053046659  0.054277283  0.040955131  0.047089799
depguilt            -0.020920031 -0.020030052 -0.019532197 -0.015109874
depenerg             0.028487546  0.026634414  0.011623937  0.022152741
depconcn             0.031671441  0.031387149  0.015914049  0.023846426
depappet             0.001817312  0.002252656  0.007279579  0.006075726
deppmr              -0.009627002 -0.009943731 -0.005453682 -0.003208226
dage1st              0.050242011  0.045984935  0.036489540  0.044036131
dage1stcat           0.035853562  0.033757412  0.036707876  0.040409150
mage1st              0.063775990  0.064550702  0.046311228  0.060261243
mage1stcat           0.052077784  0.053610121  0.046946563  0.053108770
depsi               -0.022161353 -0.021544671 -0.018227842 -0.020122854
depsicat            -0.046229632 -0.048110034 -0.039372831 -0.045550201
depsev              -0.025612567 -0.026737171 -0.025177502 -0.019449257
depse                0.039362447  0.039407197  0.025761431  0.029457692
depdist             -0.035217211 -0.036627282 -0.034451019 -0.031357198
deppma              -0.057998213 -0.059530149 -0.052311097 -0.042026160
elvselfe            -0.026329948 -0.028835076 -0.035216566 -0.039557785
elvsleep            -0.005838335 -0.001443886  0.005612507 -0.001006131
elvtalk             -0.018787665 -0.019637617 -0.018526524 -0.019725475
elvfoi              -0.047569691 -0.047965459 -0.038990445 -0.033917742
elvdistr            -0.053703815 -0.053560764 -0.048393596 -0.044319389
elvgdact            -0.009514013 -0.010095063 -0.011221304 -0.015494110
elvhrb              -0.033464061 -0.034310460 -0.030545867 -0.027781519
elvpma              -0.045772188 -0.047289145 -0.041365236 -0.029704561
majdepc              0.577520185  0.581303601  0.550332840  0.578678023
majdepp              0.836315211  0.839317584  0.791028694  0.825742311
moodgenc             0.887390105  0.890863680  0.836160930  0.875138782
moodgenp             0.876586838  0.880039766  0.825641210  0.864407024
moodsubc             0.893450258  0.899709254  0.844875913  0.881212591
moodsubp             0.859383420  0.865448282  0.811563964  0.847366941
manicc               0.747367211  0.752829171  0.711787328  0.740316783
hmanicc              0.729699222  0.730740231  0.694170860  0.718399920
manicp               0.661125767  0.665003216  0.628344563  0.653953633
hmanicp              0.607058540  0.608480915  0.566241585  0.595205578
typeiic              0.644726645  0.646235321  0.605633234  0.633178302
typeiip              0.615559715  0.615796559  0.574746317  0.601977989
clinstat             0.031799957  0.032603340  0.027758928  0.028447325
manlast             -0.001251249 -0.002629978  0.004290953 -0.003414749
deppast              0.061593527  0.062502307  0.059299263  0.054644817
mangenc              0.911147393  0.914683664  0.859022917  0.898676785
mangenp              0.905855367  0.909381017  0.856460605  0.893421605
hypogenc             0.909812042  0.913345623  0.860321299  0.897350767
hypogenp             0.903257966  0.906778442  0.853925685  0.890842147
mansubc              0.903257966  0.909562424  0.853925685  0.890842147
mansubp              0.816989306  0.825266235  0.783057273  0.809908218
hyposubc             0.905855367  0.909381017  0.853877753  0.893421605
hyposubp             0.826223739  0.829605063  0.780818388  0.816726179
anxdisc              0.880335533  0.883779483  0.832106436  0.868188819
anxdisp              0.861587441  0.864996225  0.813772950  0.849562436
anxsubc              0.896961516  0.900437922  0.845724143  0.884702315
anxsubp              0.886572671  0.890028664  0.835616726  0.874384233
pdnoagc              0.768877120  0.772109411  0.725367779  0.757463278
pdnoagp              0.692158783  0.695338344  0.654215401  0.682906673
pdagorc              0.704513669  0.707713448  0.668388366  0.703338614
pdagorp              0.638169389  0.641383232  0.618136358  0.637271801
agorc                0.741328020  0.744513841  0.710861199  0.732296066
agorp                0.696025179  0.697133620  0.671713136  0.686834617
phobiac              0.641904855  0.646904279  0.628283639  0.640521705
phobiap              0.622229194  0.625692911  0.610399492  0.620599952
ocdcur               0.693976726  0.697139545  0.666285142  0.691001664
ocdc                 0.694542133  0.701777709  0.670557383  0.695468457
ocdpast              0.654712045  0.654138128  0.631310572  0.648922916
ocdp                 0.663083292  0.662581679  0.639136587  0.657165026
ocdgenc              0.887718200  0.896733315  0.842369540  0.881096719
ocdgenp              0.897324040  0.900801795  0.846066845  0.885060086
ocdsubc              0.887718200  0.896733315  0.842369540  0.881096719
ocdsubp              0.893450258  0.896920429  0.842297565  0.881212591
ptsdcur              0.690139517  0.693321180  0.652272923  0.692998294
ptsdc                0.699154095  0.702335669  0.660832800  0.701288855
ptsdpast             0.609940931  0.611651113  0.583865633  0.607677435
ptsdp                0.625271588  0.627059212  0.598089055  0.622606029
alcdepc              0.722167538  0.725459215  0.686185124  0.714464938
alcdepp              0.623319038  0.622644787  0.602759049  0.613114619
alcabusc             0.698256625  0.705425830  0.667832507  0.690572922
alcabusp             0.612551587  0.616373298  0.590661776  0.605761861
drugdepc             0.746701167  0.752070417  0.724657831  0.743711796
drugdepp             0.634230958  0.634417912  0.632223690  0.628511355
drugabc              0.721567124  0.730969355  0.693603476  0.720506023
drugabp              0.623735125  0.627246998  0.621485281  0.617231799
psychp               0.906711641  0.908039182  0.875964189  0.893548879
bpsychp              0.986866290  0.990777070  0.929142777  0.973070035
ipsychp              0.678081038  0.681730666  0.634777393  0.668187432
psychc               0.965278615  0.969129851  0.913214509  0.954233794
bpsychc              0.992095380  0.996017540  0.934212857  0.978259546
ipsychc              0.838964053  0.846932458  0.791405378  0.830464144
schizc               0.981537900  0.985423782  0.924185516  0.967829709
schizp               0.977681175  0.981558754  0.922884751  0.964001854
schaffc              0.983020433  0.986922904  0.925412946  0.969253078
schaffp              0.974435005  0.975735069  0.914581142  0.958171914
schphrc              0.992095380  0.996017540  0.934212857  0.978259546
schphrp              0.992095380  0.996017540  0.934212857  0.978259546
deldisc              0.992095380  0.996017540  0.934212857  0.978259546
deldisp              0.989466160  0.993382587  0.931663767  0.975650267
psygenc              0.993421155  0.997346214  0.935498091  0.979575234
psygenp              1.000000000  0.990777070  0.929142777  0.973070035
psysubc              0.990777070  1.000000000  0.937838143  0.976951245
psysubp              0.929142777  0.937838143  1.000000000  0.915758977
psynosc              0.973070035  0.976951245  0.915758977  1.000000000
psynosp              0.936200750  0.940006515  0.884511772  0.961514981
moodnosp             0.975145668  0.979017817  0.917984882  0.961485227
deppsyc              0.978959561  0.982839886  0.921684725  0.967857272
deppsyp              0.954677363  0.958506535  0.898114425  0.946184190
bulpurgc             0.863731945  0.867196769  0.812550608  0.851506392
bulpurgp             0.760449223  0.761642612  0.722819183  0.750766223
bulnonpc             0.892212006  0.895728537  0.842774506  0.882399143
bulnonpp             0.869239054  0.870166584  0.820168496  0.856952745
anbingec             0.915125785  0.918701376  0.862398392  0.902515048
anbingep             0.864714979  0.868181518  0.815865422  0.854975972
anrestrc             0.915125785  0.918701376  0.864919449  0.902515048
anrestrp             0.834707265  0.835705528  0.788536219  0.820245544
genanxc              0.638444924  0.641744870  0.607517390  0.641455390
genanxp              0.613785879  0.617201372  0.589307146  0.616648173
ganxgenc             0.908022989  0.911554216  0.855965951  0.895569736
ganxgenp             0.905513608  0.909039919  0.853524295  0.893077390
gadsubc              0.903824432  0.907332119  0.852121430  0.891454632
gadsubp              0.901318466  0.904821285  0.849682485  0.888965538
addkidc              0.662418266  0.662291585  0.614802670  0.646765136
addkidp              0.691681137  0.691715345  0.646515174  0.675053326
addadltc             0.688022273  0.691197486  0.662124718  0.684343033
addadltp             0.661018000  0.664221177  0.636490476  0.658493916
                          psynosp      moodnosp      deppsyc      deppsyp
stepid               0.0110878058  0.0078134863  0.015057471  0.016901571
dayscons_ade         0.0382943565  0.0343207963  0.034173907  0.031144349
dayscons_weeks_ade   0.0386803227  0.0345798180  0.033965141  0.031487630
dayscons_mini        0.1846206453  0.1851977204  0.183292047  0.179242825
dayscons_weeks_mini  0.3177938175  0.3236909733  0.323357725  0.315689183
dayscons_x           0.0035657138  0.0062393075  0.007820863  0.011362062
dayscons_weeks_x     0.0236537206  0.0250634649  0.026716422  0.029430481
dayscons_y           0.0790881803  0.0799127761  0.082030339  0.078743416
dayscons_weeks_y     0.0790437411  0.0799030741  0.082012192  0.078744209
certcode_ade        -0.0716465660 -0.0838040271 -0.082293338 -0.074067422
certcode_mini        0.4046895450  0.4175539823  0.420851060  0.416427127
certcode             0.0109938069  0.0153183474  0.015017221  0.021770143
deprmd              -0.0898338206 -0.0795419246 -0.084868655 -0.077637975
depsleep             0.0074520696  0.0131938231  0.008791439  0.007887566
depsleepcat          0.0027916439  0.0041843981  0.002892382  0.002971287
depinter             0.0494013343  0.0512477653  0.042963992  0.032298954
depguilt            -0.0143962928 -0.0189393993 -0.015868733 -0.016383989
depenerg             0.0174282238  0.0241548068  0.017437191  0.013075902
depconcn             0.0224191831  0.0302754430  0.024134646  0.018886159
depappet             0.0050478919  0.0042572850  0.004055906  0.001915660
deppmr              -0.0014423435 -0.0027869911 -0.003070161  0.002383506
dage1st              0.0431699842  0.0453528237  0.041889583  0.038854199
dage1stcat           0.0385410143  0.0307032783  0.032864993  0.030071646
mage1st              0.0590828359  0.0608891506  0.062257497  0.060839014
mage1stcat           0.0529596470  0.0490440121  0.049942864  0.048388117
depsi               -0.0116605624 -0.0239604871 -0.014484238 -0.007616730
depsicat            -0.0491362203 -0.0440597976 -0.045922650 -0.042987094
depsev              -0.0148742804 -0.0178007379 -0.021058765 -0.016073228
depse                0.0298749923  0.0397924914  0.033809081  0.023751516
depdist             -0.0277154682 -0.0299376057 -0.036411795 -0.032017323
deppma              -0.0388651073 -0.0513651761 -0.056421362 -0.055272128
elvselfe            -0.0374480063 -0.0299718725 -0.035879387 -0.046347932
elvsleep             0.0058103352 -0.0002119508  0.001300669  0.003640798
elvtalk             -0.0167049446 -0.0119982465 -0.019835496 -0.020998726
elvfoi              -0.0267681121 -0.0421851655 -0.043009196 -0.045349552
elvdistr            -0.0437535496 -0.0434853869 -0.047278369 -0.043276446
elvgdact            -0.0151504318 -0.0125546655 -0.015836075 -0.017701866
elvhrb              -0.0166834300 -0.0329924777 -0.027196947 -0.030773307
elvpma              -0.0259865524 -0.0345340463 -0.040506609 -0.043180091
majdepc              0.5590460444  0.5827474489  0.586526469  0.578004765
majdepp              0.7976467968  0.8346183848  0.837578495  0.818771638
moodgenc             0.8424202086  0.8863688965  0.889800395  0.867957383
moodgenp             0.8318681990  0.8755279635  0.878939022  0.857223293
moodsubc             0.8537499591  0.8924848732  0.895913062  0.874094656
moodsubp             0.8202159507  0.8582964810  0.861661397  0.840236684
manicc               0.7094696227  0.7480120876  0.748990607  0.730791416
hmanicc              0.6920724446  0.7280690075  0.729077423  0.713163874
manicp               0.6303738141  0.6544597023  0.659531143  0.643989982
hmanicp              0.5741454417  0.6024514824  0.606463465  0.598588610
typeiic              0.6084981357  0.6422765536  0.643749805  0.631679999
typeiip              0.5782377213  0.6110014903  0.612772244  0.599033364
clinstat             0.0324031034  0.0274057873  0.027454777  0.019477481
manlast             -0.0009634693  0.0039492153  0.002599417  0.010667999
deppast              0.0474965832  0.0592260233  0.061476964  0.068252704
