                  tryhsui       deprmd     depsleep  depsleepcat      depinter
bulpurgc     0.085719210  0.09746529  0.094854605  0.0115971393 -0.0862885966
bulpurgp     0.085753224  0.09733944  0.094815153  0.0114147229 -0.0863121399
bulnonpc     0.085715981  0.09759021  0.094964127  0.0115804228 -0.0863617217
bulnonpp     0.085745438  0.09756864  0.094968487  0.0115976687 -0.0864199885
anbingec     0.086051972  0.09424382  0.091417460  0.0116400734 -0.0856664049
anbingep     0.085674496  0.09750900  0.094890450  0.0115966840 -0.0864078171
anrestrc     0.086085110  0.09424382  0.091413723  0.0116394408 -0.0856657071
anrestrp     0.085575521  0.09740892  0.094778908  0.0116086520 -0.0864895507
genanxc      0.085179374  0.09288359  0.090268967  0.0113974424 -0.0889940661
genanxp      0.085009474  0.10044709  0.097821358  0.0115249684 -0.0899827924
ganxgenc     0.082926593  0.09412873  0.091411508  0.0117595416 -0.0874128605
ganxgenp     0.082931405  0.09413016  0.091414480  0.0117591871 -0.0874151436
gadsubc      0.082922593  0.09409209  0.091374894  0.0117603514 -0.0874012530
gadsubp      0.082927406  0.09409353  0.091377865  0.0117599970 -0.0874035362
addkidc      0.040518776  0.05456587  0.043594638 -0.0011190543 -0.1270828331
addkidp      0.052249233  0.06768920  0.054941846  0.0005653397 -0.0992477013
addadltc     0.086076290  0.09783470  0.095782692  0.0114852152 -0.0844976222
addadltp     0.086152762  0.09781369  0.095833057  0.0115145797 -0.0844856970
                depenerg       depsev        depse       depdist       deppma
tryhsui     -0.004302074 -0.093941446  0.005307583 -1.121633e-02  0.010090042
deprmd      -0.003359403 -0.328025183  0.009038239 -1.374839e-02  0.018484150
depsleep     0.474292402  0.032107217  0.290026663  2.783533e-01  0.255852665
depsleepcat  0.389604150 -0.068387078  0.235747354  2.303216e-01  0.198782419
depinter     0.428431287 -0.003152546  0.256510255  2.390279e-01  0.226120996
depguilt     0.232407393  0.011344485  0.187182866  3.174718e-01  0.250910951
depconcn     0.402784191  0.006939060  0.323987958  3.052002e-01  0.284147747
depappet     0.485399529  0.024262533  0.290846562  3.735819e-01  0.346979629
deppmr       0.457198657  0.057010466  0.201636081  2.661694e-01  0.305548071
dage1st      0.045901679  0.019736334  0.013909357  4.328406e-02  0.034127488
dage1stcat   0.049014142  0.045098639  0.016358935  4.902768e-02  0.043459746
mage1st      0.034410091  0.022884805  0.030275201  1.718624e-02  0.017848902
mage1stcat   0.043002420  0.047355437  0.031260854  2.597519e-02  0.022621010
depsi        0.532024181  0.058604002  0.316859893  4.182930e-01  0.387034218
depsicat     0.001237162 -0.377915701  0.008448430 -9.039370e-03  0.023845401
depenerg     1.000000000  0.003784739  0.295355434  2.815956e-01  0.350512357
depsev       0.003784739  1.000000000 -0.005686560  4.574754e-02  0.025471639
depse        0.295355434 -0.005686560  1.000000000  3.372994e-01  0.364519709
depdist      0.281595586  0.045747542  0.337299364  1.000000e+00  0.407692795
deppma       0.350512357  0.025471639  0.364519709  4.076928e-01  1.000000000
elvselfe     0.603652658  0.010103174  0.363305571  3.459101e-01  0.315764174
hxsui        0.062337077  0.032588147  0.030082470  2.624541e-02  0.021259805
elvsleep     0.674060946  0.075181525  0.411390091  3.966900e-01  0.369731052
elvtalk      0.695828444  0.049885267  0.412951171  4.066098e-01  0.374567112
elvfoi       0.599701652  0.055941552  0.353528362  3.517350e-01  0.327272622
elvdistr     0.594885952  0.087256971  0.349442126  4.737639e-01  0.327502648
elvgdact     0.294317415  0.014282931  0.230067485  1.656537e-01  0.256990631
elvhrb       0.539616361  0.041715868  0.318720501  3.153373e-01  0.292571077
elvpma       0.307322257  0.074606846  0.303631491  3.637069e-01  0.451326316
majdepc     -0.009174971  0.015658201  0.035107739  1.412987e-02 -0.002914251
majdepp     -0.007854363  0.012067124  0.035730801  1.407969e-02 -0.002827569
moodgenc    -0.008135824  0.012352683  0.035552700  1.449185e-02 -0.002899884
moodgenp    -0.008123893  0.012367857  0.035559046  1.449916e-02 -0.002894192
moodsubc    -0.008374603  0.011907114  0.035453217  1.445338e-02 -0.002942943
moodsubp    -0.008365996  0.011889687  0.035466843  1.447575e-02 -0.002916765
manicc      -0.008182024  0.011737896  0.035400320  1.463774e-02 -0.002819519
hmanicc     -0.007601428  0.008571697  0.035417183  1.426105e-02 -0.002877567
manicp      -0.007500843  0.008640909  0.035855385  1.411403e-02 -0.002940402
hmanicp     -0.007709381  0.008817964  0.035612076  1.447662e-02 -0.003023700
typeiic     -0.008404263  0.011774336  0.035200848  1.477532e-02 -0.003047809
typeiip     -0.008469119  0.011493637  0.035237237  1.461551e-02 -0.003283317
clinstat     0.047003140 -0.210349914  0.017102389  3.652353e-03 -0.015946338
manlast      0.027615285 -0.015775444  0.094940447  2.026686e-02  0.073675240
deppast      0.061052567 -0.042571569  0.063451840  3.979851e-02  0.090760732
mangenc     -0.008144214  0.011862106  0.035451396  1.448392e-02 -0.003008891
mangenp     -0.008147655  0.011855682  0.035450350  1.448552e-02 -0.003006224
hypogenc    -0.008142761  0.011865999  0.035452525  1.448399e-02 -0.003008536
hypogenp    -0.008135498  0.011863941  0.035457476  1.448767e-02 -0.003005826
mansubc     -0.008134342  0.011839580  0.035457824  1.448834e-02 -0.003003022
mansubp     -0.008125088  0.011775652  0.035501570  1.451898e-02 -0.002946416
hyposubc    -0.008144186  0.011856155  0.035451393  1.448888e-02 -0.003005601
hyposubp    -0.008098861  0.011893629  0.035489497  1.453906e-02 -0.002949073
anxdisc     -0.008178247  0.015111360  0.035858886  1.438700e-02 -0.002997607
anxdisp     -0.008182772  0.015086387  0.035858163  1.426229e-02 -0.002980669
anxsubc     -0.008169353  0.015075218  0.035859170  1.437874e-02 -0.003007857
anxsubp     -0.008163500  0.015108969  0.035728789  1.438566e-02 -0.003000012
pdnoagc     -0.007911773  0.015122106  0.035693820  1.440980e-02 -0.003028039
pdnoagp     -0.007881003  0.015126087  0.035761571  1.451145e-02 -0.002934829
pdagorc     -0.007943114  0.015602275  0.035973177  1.456545e-02 -0.002755721
pdagorp     -0.007884503  0.015781317  0.036066286  1.456321e-02 -0.002705939
agorc       -0.007888659  0.015256121  0.035969473  1.429325e-02 -0.002995829
agorp       -0.007859087  0.015268317  0.036015488  1.435212e-02 -0.002920857
phobiac     -0.008096516  0.016576299  0.035502350  1.406414e-02 -0.003138445
phobiap     -0.007771522  0.014046166  0.035702564  1.415683e-02 -0.002971200
ocdcur      -0.007299114  0.012427464  0.036202540  1.477214e-03 -0.002533930
ocdc        -0.008241976  0.020577774  0.035401058  9.077302e-04 -0.003274654
ocdpast     -0.007489458  0.012365022  0.036265044  1.557008e-03 -0.002438648
ocdp        -0.008296856  0.018630149  0.035629127  1.000933e-03 -0.003149693
ocdgenc     -0.008441537  0.020677070  0.035490974  8.907981e-04 -0.003407254
ocdgenp     -0.008313044  0.018753941  0.035660879  9.009940e-04 -0.003377952
ocdsubc     -0.008446157  0.020676125  0.035489585  8.901281e-04 -0.003408499
ocdsubp     -0.008313311  0.018789680  0.035660788  9.040014e-04 -0.003377195
ptsdcur     -0.007412272  0.012799580  0.036172845  1.364617e-03 -0.002516417
ptsdc       -0.007991985  0.015847454  0.034990841  1.703798e-04 -0.003922050
ptsdpast    -0.007238762  0.013103068  0.036233448  1.506900e-03 -0.002343581
ptsdp       -0.007803909  0.016569663  0.035148045  3.228169e-04 -0.003721303
alcdepc     -0.007910729  0.014832361  0.035624194  6.658185e-04 -0.003493562
alcdepp     -0.008202557  0.014879457  0.035270283  2.656570e-04 -0.003430690
alcabusc    -0.007839375  0.010881029  0.035915048  7.708965e-04 -0.003399670
alcabusp    -0.007991599  0.013056230  0.035585387  6.587502e-04 -0.003260900
drugdepc    -0.008235457  0.014780084  0.035332784  6.424399e-05 -0.004508165
drugdepp    -0.008610675  0.012387391  0.035108359  4.180735e-04 -0.004290536
drugabc     -0.008330604  0.017131303  0.035224872  7.778828e-05 -0.004494438
drugabp     -0.007696291  0.014501080  0.035406498  6.233985e-04 -0.003935014
psychp      -0.007853936  0.013807919  0.034694782  2.250836e-04 -0.004078863
bpsychp     -0.007870046  0.011448645  0.034718183  2.158276e-04 -0.004064161
ipsychp     -0.007752987  0.011280249  0.034239189 -1.814413e-04 -0.004519883
psychc      -0.007971716  0.011926875  0.034823386  2.379398e-04 -0.004015709
bpsychc     -0.007871212  0.011454979  0.034717841  2.134082e-04 -0.004066805
ipsychc     -0.008028101  0.011318145  0.034571673 -1.924079e-04 -0.004310053
schizc      -0.007964095  0.011917081  0.034815751  2.282462e-04 -0.004034770
schizp      -0.007962648  0.011882835  0.034817037  2.279097e-04 -0.004032477
schaffc     -0.007871452  0.011462265  0.034721526  2.174766e-04 -0.004062485
schaffp     -0.007866547  0.011430580  0.034728812  2.177918e-04 -0.004301707
schphrc     -0.007870072  0.011454512  0.034720927  2.134082e-04 -0.004068649
schphrp     -0.007870072  0.011454512  0.034720927  2.134082e-04 -0.004068649
deldisc     -0.007868931  0.011431185  0.034721956  2.127465e-04 -0.004068034
deldisp     -0.007866067  0.011438865  0.034724184  2.136253e-04 -0.004065790
psygenc     -0.007871504  0.011450439  0.034719470  2.126379e-04 -0.004069002
psygenp     -0.007864343  0.011447946  0.034722984  2.161584e-04 -0.004065390
psysubc     -0.007869210  0.011435025  0.034721355  2.131859e-04 -0.004068295
psysubp     -0.007875136  0.011431059  0.034736267  2.458421e-04 -0.004029535
psynosc     -0.007871401  0.011496252  0.034718782  2.259544e-04 -0.004047366
psynosp     -0.007866342  0.011566748  0.034737038  2.483911e-04 -0.004024023
moodnosp    -0.007964347  0.011961990  0.034822358  2.360772e-04 -0.004028078
deppsyc     -0.007978357  0.011925235  0.034814548  9.993378e-05 -0.004033446
deppsyp     -0.007978222  0.011941847  0.034814887  1.153643e-04 -0.004020214
bulpurgc    -0.008326066  0.011899712  0.035253087  1.362318e-02 -0.003726403
bulpurgp    -0.008506955  0.012099068  0.035023571  1.360265e-02 -0.003725129
bulnonpc    -0.008329433  0.011876830  0.035240758  1.359803e-02 -0.003753637
bulnonpp    -0.008334993  0.011888579  0.035247303  1.361464e-02 -0.003734278
anbingec    -0.008318279  0.012330226  0.035261097  1.361337e-02 -0.003737707
anbingep    -0.008297635  0.011893965  0.035111714  1.361078e-02 -0.003731401
anrestrc    -0.008321155  0.012305754  0.035267324  1.361004e-02 -0.003739566
anrestrp    -0.008307128  0.011931205  0.035259194  1.351323e-02 -0.003703452
genanxc     -0.008859305  0.014045031  0.034751332  1.335164e-02 -0.004465045
genanxp     -0.008536503  0.013387216  0.034983009  1.313182e-02 -0.004533767
ganxgenc    -0.008325493  0.014670380  0.035260494  1.360983e-02 -0.003678646
ganxgenp    -0.008322601  0.014654812  0.035263433  1.360997e-02 -0.003677935
gadsubc     -0.008322912  0.014641807  0.035264214  1.360710e-02 -0.003681481
gadsubp     -0.008320020  0.014626240  0.035267152  1.360723e-02 -0.003680770
addkidc     -0.014997946  0.084955633  0.026032084 -5.074919e-03 -0.009785318
addkidp     -0.012442285  0.063170221  0.031016229 -2.429435e-03 -0.007410445
addadltc    -0.008274288  0.015611515  0.034541813  1.305852e-02 -0.004260397
addadltp    -0.008217830  0.015704349  0.034598315  1.313352e-02 -0.004186960
                elvselfe       hxsui     elvsleep     elvtalk       elvfoi
tryhsui     -0.015410638  0.01230857 -0.014004080 -0.01903460 -0.012577784
deprmd       0.026745833 -0.08206671  0.027126971  0.03524206  0.042371949
depsleep     0.586987076  0.07302161  0.693686635  0.67826311  0.585370919
depsleepcat  0.491222566  0.07352495  0.562311337  0.53923855  0.461661332
depinter     0.521458031  0.05373449  0.589918192  0.59863834  0.516557903
depguilt     0.280451415  0.05190221  0.336789652  0.32759646  0.285662600
depconcn     0.495987247  0.04958078  0.560146301  0.55984944  0.485978815
depappet     0.593335870  0.06986794  0.686198179  0.68707474  0.593241036
deppmr       0.419290927  0.11673074  0.491787404  0.48817669  0.421506579
dage1st      0.032141467  0.23157774  0.046634323  0.04629950  0.036526426
dage1stcat   0.038417106  0.23497306  0.055754611  0.05613716  0.048821153
mage1st      0.045109177  0.20065693  0.055700580  0.04511876  0.035670341
mage1stcat   0.056566451  0.20137490  0.069432237  0.06160867  0.053769458
depsi        0.649235809  0.06969316  0.757849475  0.76152911  0.662455002
depsicat     0.032146252 -0.08778171  0.025666862  0.04018871  0.045406954
depenerg     0.603652658  0.06233708  0.674060946  0.69582844  0.599701652
depsev       0.010103174  0.03258815  0.075181525  0.04988527  0.055941552
depse        0.363305571  0.03008247  0.411390091  0.41295117  0.353528362
depdist      0.345910120  0.02624541  0.396689968  0.40660984  0.351734999
deppma       0.315764174  0.02125981  0.369731052  0.37456711  0.327272622
elvselfe     1.000000000  0.08020212  0.825516041  0.84809381  0.733550518
hxsui        0.080202120  1.00000000  0.094169500  0.08964880  0.074959421
elvsleep     0.825516041  0.09416950  1.000000000  0.95851175  0.836182986
elvtalk      0.848093812  0.08964880  0.958511753  1.00000000  0.858743789
elvfoi       0.733550518  0.07495942  0.836182986  0.85874379  1.000000000
elvdistr     0.724070110  0.07211524  0.836061784  0.84852729  0.741303663
elvgdact     0.359970545  0.07198881  0.411146858  0.41448465  0.356708063
elvhrb       0.656901139  0.07062404  0.754942674  0.76406533  0.665883971
elvpma       0.374968714  0.02946413  0.436230303  0.43860105  0.384813210
majdepc     -0.017333684  0.15494065 -0.009491019 -0.01081545 -0.017070667
majdepp     -0.016606737  0.15596951 -0.009793636 -0.01085466 -0.017347641
moodgenc    -0.017082554  0.15608354 -0.009792109 -0.01064251 -0.016749583
moodgenp    -0.017071709  0.15609542 -0.009787586 -0.01064494 -0.016747107
moodsubc    -0.017017742  0.15571334 -0.009803263 -0.01058997 -0.016672839
moodsubp    -0.016995838  0.15570438 -0.009794907 -0.01058006 -0.016660796
manicc      -0.017026456  0.15534054 -0.010000321 -0.01042262 -0.016342011
hmanicc     -0.016231816  0.14999222 -0.010000361 -0.01044586 -0.016759452
manicp      -0.016375081  0.15038274 -0.009886659 -0.01078936 -0.016944652
hmanicp     -0.016280587  0.15034659 -0.009767420 -0.01069748 -0.017125383
typeiic     -0.017483421  0.15051403 -0.009344757 -0.01086236 -0.017253389
typeiip     -0.017614384  0.15060393 -0.009581881 -0.01116510 -0.017540263
clinstat     0.038073823  0.02595206 -0.005039603  0.01278959  0.000442728
manlast      0.043522839  0.14876433  0.054502898  0.04221834  0.027763740
deppast      0.039581637  0.14419987  0.040067720  0.03862082  0.044558555
mangenc     -0.017161060  0.15570685 -0.009810896 -0.01075264 -0.016678764
mangenp     -0.017162506  0.15571224 -0.009809966 -0.01075407 -0.016680099
hypogenc    -0.017158603  0.15570795 -0.009813899 -0.01075137 -0.016676449
hypogenp    -0.017154775  0.15571393 -0.009815972 -0.01074991 -0.016674056
mansubc     -0.017153366  0.15571493 -0.009812737 -0.01074991 -0.016673349
mansubp     -0.017136554  0.15577482 -0.009799692 -0.01073047 -0.016656885
hyposubc    -0.017165324  0.15571224 -0.009806731 -0.01074268 -0.016677980
hyposubp    -0.017159340  0.15580852 -0.009794160 -0.01072407 -0.016642092
anxdisc     -0.016729378  0.16133230 -0.009466559 -0.01084578 -0.017107850
anxdisp     -0.016740853  0.16130172 -0.009464472 -0.01083930 -0.017096189
anxsubc     -0.016727471  0.16136562 -0.009474439 -0.01085905 -0.017113255
anxsubp     -0.016716964  0.16137630 -0.009469340 -0.01086193 -0.017113088
pdnoagc     -0.016540324  0.16133152 -0.009470836 -0.01078787 -0.017284119
pdnoagp     -0.016531216  0.16137869 -0.009426856 -0.01072468 -0.017248494
pdagorc     -0.016628346  0.16106863 -0.009349295 -0.01073060 -0.017158733
pdagorp     -0.016636533  0.16100134 -0.009264622 -0.01068951 -0.017058173
agorc       -0.016569349  0.16133685 -0.009430656 -0.01081018 -0.017282454
agorp       -0.016545845  0.16121673 -0.009397335 -0.01077926 -0.017242458
phobiac     -0.016478850  0.16426399 -0.009277400 -0.01049927 -0.016707194
phobiap     -0.016427266  0.16433695 -0.009197121 -0.01048692 -0.016566121
ocdcur      -0.016677756  0.15299376 -0.009703237 -0.01076808 -0.016862312
ocdc        -0.016459332  0.15980363 -0.009603970 -0.01098931 -0.017290183
ocdpast     -0.016652481  0.15282864 -0.009664916 -0.01071314 -0.016788518
ocdp        -0.016354980  0.16004242 -0.009563592 -0.01098683 -0.017293305
